shipment_id,origin,destination,weight,shipping_cost,delivery_date,status
SH-2457,Tunisia,Germany,11.16,54.83,2024-03-15,In Transit
SH-2458,USA,France,28.92,88.91,2024-05-28,Delivered
SH-2459,Tunisia,UK,17.78,-1.99,2024-07-07,In Transit
SH-2666,Germany,Italy,23.62,60.31,2024-11-01,In Transit
SH-2461,Spain,Germany,35.17,186.11,2024-10-09,Delivered
SH-2462,Germany,France,3.97,105.37,2024-10-09,Pending
SH-2463,Germany,UK,1.37,,2024-10-09,Pending
SH-2464,USA,France,47.67,196.55,2024-11-02,Pending
SH-2465,Tunisia,France,7.95,,2024-11-11,In Transit
SH-2466,Tunisia,France,13.5,47.3,2024-10-11,Delivered
SH-2467,Germany,France,7.95,20.38,2024-09-28,Pending
SH-2469,China,France,0.48,1.22,2024-07-15,In Transit
SH-2470,USA,France,-3.88,72.94,2024-06-27,Delivered
SH-2471,Germany,France,28.67,-18.53,2024-02-05,In Transit
SH-2472,Germany,France,18.0,102.98,2024-12-27,Pending
SH-2473,Germany,France,3.14,192.53,2024-06-24,In Transit
SH-2474,Tunisia,France,37.27,57.92,2024-06-06,Pending
SH-2475,Tunisia,Italy,48.79,153.44,2024-06-21,Delivered
SH-2476,Germany,France,27.0,67.82,2024-10-15,In Transit
SH-2477,Tunisia,Italy,-1.21,72.23,2024-12-03,Pending
SH-2478,USA,France,27.65,157.88,2024-03-23,Pending
SH-2479,Spain,Germany,46.15,,2024-10-09,Delivered
SH-2480,Germany,UK,7.95,31.08,2024-09-02,Pending
SH-2481,Germany,France,8.96,,2024-02-19,Pending
SH-2482,Tunisia,Germany,46.27,155.14,2024-11-17,In Transit
SH-2483,Spain,France,6.64,193.58,2024-10-09,In Transit
SH-2789,Germany,France,37.23,58.68,2024-12-18,Delivered
SH-2486,Germany,Germany,-9.11,183.8,2024-08-27,In Transit
SH-2487,Germany,France,24.95,70.09,2024-07-18,Delivered
SH-2488,Tunisia,France,44.41,84.24,2024-10-23,In Transit
SH-2489,Spain,Italy,33.42,172.94,2024-08-23,Delivered
SH-2490,China,France,-8.98,174.97,2024-02-12,Pending
SH-2491,China,Italy,47.21,180.61,2024-12-10,In Transit
SH-2492,Tunisia,UK,13.6,159.14,2024-09-25,In Transit
SH-2493,Spain,UK,5.36,107.26,2024-10-21,Pending
SH-2494,China,France,-3.74,,2024-01-02,Pending
SH-2495,Tunisia,France,26.76,56.01,2024-06-26,Pending
SH-2496,Spain,France,4.98,68.61,2024-10-09,Pending
SH-2497,China,Germany,40.46,183.23,2024-07-07,Pending
SH-2498,USA,Italy,11.23,184.72,2024-10-09,Pending
SH-2499,Tunisia,Germany,31.57,94.42,2024-10-09,Delivered
SH-2500,Tunisia,France,9.41,,2024-10-10,Pending
SH-2501,Tunisia,UK,17.83,124.04,2024-12-17,Pending
SH-2503,USA,Italy,-2.87,187.31,2024-10-17,In Transit
SH-2504,China,France,22.38,94.05,2024-08-02,Pending
SH-2505,USA,France,36.16,98.46,2024-10-21,Delivered
SH-2506,USA,Italy,26.93,44.82,2024-09-02,Pending
SH-2507,USA,UK,7.95,79.42,2024-07-03,Pending
SH-2508,USA,UK,19.13,,2024-06-18,Pending
SH-2509,Tunisia,Italy,7.95,24.35,2024-04-23,Pending
SH-2511,Spain,France,47.31,163.96,2024-02-16,In Transit
SH-2512,Spain,France,17.99,,2024-06-28,In Transit
SH-2513,USA,France,19.08,-15.67,2024-10-09,In Transit
SH-2514,China,Italy,7.95,188.6,2024-07-14,Delivered
SH-2515,China,France,14.5,33.0,2024-10-09,Delivered
SH-2516,Spain,Germany,47.27,179.5,2024-07-22,In Transit
SH-2517,Spain,France,14.04,125.91,2024-06-28,In Transit
SH-2518,Tunisia,Germany,7.95,168.15,2024-10-07,Delivered
SH-2519,Spain,UK,19.32,,2024-05-01,Delivered
SH-2520,Spain,Germany,7.95,195.09,2024-01-07,Delivered
SH-2521,Spain,Germany,16.94,194.59,2024-12-15,Pending
SH-2522,USA,France,7.95,181.48,2024-07-16,Delivered
SH-2524,USA,Germany,33.17,178.75,2024-03-25,In Transit
SH-2525,Tunisia,Italy,44.44,-15.94,2024-03-01,Delivered
SH-2526,China,France,1.99,36.25,2024-09-23,In Transit
SH-2527,Tunisia,France,-4.18,,2024-10-25,Delivered
SH-2528,USA,Italy,-7.92,23.53,2024-09-11,In Transit
SH-2529,Tunisia,France,12.0,25.15,2024-08-24,Pending
SH-2530,China,Italy,24.68,60.66,2024-07-23,In Transit
SH-2531,USA,France,36.34,192.61,2024-08-11,Delivered
SH-2532,China,France,-3.66,137.87,2024-10-09,In Transit
SH-2757,USA,Germany,7.95,196.29,2024-08-21,In Transit
SH-2534,China,France,7.95,132.33,2024-04-25,Pending
SH-2535,Germany,UK,16.16,18.72,2024-12-15,Pending
SH-2536,USA,France,19.58,17.41,2024-02-10,Delivered
SH-2537,Germany,France,3.99,,2024-10-09,In Transit
SH-2538,Spain,UK,47.29,199.63,2024-09-18,Delivered
SH-2539,Spain,UK,19.19,-19.5,2024-11-04,Delivered
SH-2822,Tunisia,Germany,42.93,81.22,2024-10-18,Pending
SH-2542,Spain,UK,29.79,186.42,2024-04-23,Delivered
SH-2543,China,UK,45.28,57.83,2024-10-02,Pending
SH-2544,Tunisia,France,-2.42,20.35,2024-10-09,Delivered
SH-2545,Germany,Italy,0.35,,2024-02-02,In Transit
SH-2546,USA,UK,7.95,164.63,2024-02-24,Delivered
SH-2547,China,France,-6.01,,2024-01-14,In Transit
SH-2548,China,France,-0.12,107.94,2024-10-15,Pending
SH-2549,USA,Germany,-7.53,174.32,2024-10-09,Delivered
SH-2550,Spain,France,46.88,-8.32,2024-09-15,In Transit
SH-2553,Spain,Italy,6.62,190.38,2024-08-26,In Transit
SH-2554,China,Germany,41.8,-7.12,2024-10-09,In Transit
SH-2555,China,France,39.0,127.36,2024-11-05,In Transit
SH-2556,Tunisia,France,38.09,57.46,2024-01-05,Delivered
SH-2557,Germany,France,18.91,89.39,2024-08-08,Delivered
SH-2558,China,UK,5.43,,2024-01-17,In Transit
SH-2559,China,France,7.95,88.22,2024-02-09,In Transit
SH-2560,China,France,41.02,91.73,2024-07-08,Delivered
SH-2561,Germany,France,7.95,108.31,2024-10-13,In Transit
SH-2562,China,Germany,-1.56,54.7,2024-03-05,Pending
SH-2563,Spain,Germany,2.8,167.73,2024-10-09,Delivered
SH-2564,China,France,2.61,,2024-06-26,In Transit
SH-2565,China,Germany,7.95,137.45,2024-03-02,Delivered
SH-2567,Tunisia,France,-2.39,,2024-06-19,Pending
SH-2568,China,Germany,19.36,188.94,2024-01-11,Pending
SH-2569,Spain,France,6.85,92.06,2024-02-25,In Transit
SH-2570,Tunisia,France,-4.15,40.53,2024-10-28,In Transit
SH-2571,Germany,France,7.95,-5.47,2024-01-23,Pending
SH-2572,USA,France,9.87,42.14,2024-09-12,Delivered
SH-2866,Germany,France,2.82,159.59,2024-01-06,Pending
SH-2574,Germany,Germany,13.0,,2024-10-09,In Transit
SH-2575,USA,France,6.7,72.31,2024-10-18,Delivered
SH-2577,China,Germany,1.87,28.17,2024-01-23,Delivered
SH-2578,Germany,France,33.22,,2024-01-12,Delivered
SH-2579,Spain,France,47.07,33.48,2024-07-09,Delivered
SH-2580,Tunisia,France,49.26,189.15,2024-11-17,In Transit
SH-2581,USA,France,42.17,,2024-06-22,Delivered
SH-2582,USA,Germany,13.82,132.13,2024-05-19,Pending
SH-2583,Tunisia,France,3.62,181.58,2024-08-06,Delivered
SH-2584,Germany,France,22.05,,2024-12-24,Pending
SH-2585,Germany,France,-7.26,51.56,2024-04-19,In Transit
SH-2586,Germany,France,49.58,179.47,2024-01-02,In Transit
SH-2587,USA,France,7.95,,2024-11-21,Pending
SH-2110,Spain,Germany,-8.22,,2024-02-07,In Transit
SH-2590,USA,France,7.95,,2024-08-09,Delivered
SH-2591,China,France,39.5,108.24,2024-07-15,In Transit
SH-2767,Tunisia,Italy,48.21,187.59,2024-06-15,Pending
SH-2593,China,Italy,45.66,40.6,2024-11-01,In Transit
SH-2594,Spain,Germany,2.3,140.77,2024-02-14,Pending
SH-2595,Spain,UK,48.23,,2024-02-01,In Transit
SH-2596,Germany,France,17.27,194.15,2024-05-06,Delivered
SH-2597,China,France,7.95,30.77,2024-10-11,Delivered
SH-2598,Spain,Italy,40.73,182.36,2024-01-01,Pending
SH-2599,China,France,7.95,76.67,2024-11-18,Delivered
SH-2600,China,France,7.95,142.18,2024-05-27,Delivered
SH-2601,Germany,Italy,3.37,90.18,2024-02-08,Pending
SH-2602,USA,France,45.54,33.2,2024-11-26,Delivered
SH-2603,Germany,UK,7.95,167.62,2024-02-18,Delivered
SH-2604,Tunisia,France,7.95,133.6,2024-10-09,Pending
SH-2605,Germany,Italy,38.86,,2024-11-19,Delivered
SH-2606,Spain,Italy,32.35,171.38,2024-03-20,Pending
SH-2608,China,France,38.82,185.95,2024-02-23,Delivered
SH-2609,Tunisia,UK,36.74,39.8,2024-05-11,In Transit
SH-2610,USA,UK,40.38,57.17,2024-10-13,In Transit
SH-2611,Germany,France,7.95,50.24,2024-01-10,In Transit
SH-2612,USA,Italy,22.64,119.79,2024-09-07,In Transit
SH-2613,USA,France,-0.49,,2024-05-11,In Transit
SH-2614,Spain,France,-3.16,185.83,2024-08-13,Delivered
SH-2615,China,France,18.07,30.8,2024-10-09,In Transit
SH-2616,Germany,UK,16.57,159.53,2024-06-23,Delivered
SH-2617,USA,Germany,7.22,53.35,2024-11-11,In Transit
SH-2618,Germany,France,43.84,,2024-02-24,In Transit
SH-2619,Spain,Italy,6.62,83.18,2024-04-17,Pending
SH-2620,Tunisia,Italy,10.67,168.48,2024-10-09,Pending
SH-2621,Tunisia,Germany,-7.88,-1.75,2024-10-24,In Transit
SH-2623,Germany,France,35.03,140.59,2024-08-21,Delivered
SH-2624,Spain,UK,48.18,177.28,2024-11-02,Pending
SH-2625,USA,France,27.39,2.08,2024-09-03,In Transit
SH-2627,Spain,Italy,10.52,155.29,2024-10-09,Delivered
SH-2628,Germany,France,1.63,,2024-07-22,Delivered
SH-2629,Spain,France,35.36,183.86,2024-10-08,Delivered
SH-2630,USA,Italy,1.86,104.43,2024-11-19,Pending
SH-2631,Tunisia,France,38.05,165.01,2024-02-14,Pending
SH-2909,USA,Germany,-1.17,,2024-04-25,Pending
SH-2633,USA,Germany,7.95,,2024-10-09,Pending
SH-2634,Tunisia,France,7.95,47.36,2024-07-27,In Transit
SH-2635,China,France,7.95,16.08,2024-12-20,In Transit
SH-2636,Germany,France,7.95,187.42,2024-05-13,In Transit
SH-2637,Germany,France,20.47,1.39,2024-09-01,Delivered
SH-2638,Germany,UK,45.55,63.44,2024-09-14,In Transit
SH-2639,USA,UK,36.03,52.4,2024-09-10,Delivered
SH-2640,USA,Italy,-2.62,109.61,2024-10-09,In Transit
SH-2641,Spain,France,-2.2,,2024-06-06,Delivered
SH-2642,Tunisia,France,19.95,118.75,2024-01-24,Delivered
SH-2643,Tunisia,Italy,0.43,,2024-04-08,Pending
SH-2644,USA,France,46.39,140.08,2024-02-23,Pending
SH-2645,Germany,France,47.09,196.35,2024-11-19,In Transit
SH-2646,China,France,14.28,32.92,2024-07-02,Pending
SH-2647,Germany,UK,-4.92,,2024-03-23,In Transit
SH-2648,Germany,France,-4.92,25.44,2024-10-09,In Transit
SH-2649,China,Italy,7.95,,2024-07-15,Pending
SH-2650,China,Germany,39.2,54.27,2024-06-17,In Transit
SH-2893,Tunisia,France,7.95,38.44,2024-12-24,Pending
SH-2653,Tunisia,France,22.75,37.92,2024-08-26,Pending
SH-2654,USA,Germany,7.95,193.77,2024-07-12,In Transit
SH-2656,Germany,Germany,49.83,84.52,2024-10-09,In Transit
SH-2657,Tunisia,France,7.95,81.69,2024-01-11,Pending
SH-2658,Tunisia,Germany,36.61,174.26,2024-05-11,Delivered
SH-2659,Tunisia,France,-7.43,176.97,2024-02-07,Delivered
SH-2660,USA,UK,33.44,173.42,2024-07-18,In Transit
SH-2661,Germany,France,-3.01,145.59,2024-02-05,Delivered
SH-2662,China,UK,7.95,-9.07,2024-02-07,Pending
SH-2663,China,France,7.95,121.74,2024-12-12,In Transit
SH-2664,Tunisia,Italy,43.88,34.7,2024-06-15,In Transit
SH-2665,USA,France,28.31,-13.65,2024-12-26,Delivered
SH-2667,Spain,France,4.33,194.11,2024-08-22,In Transit
SH-2668,USA,UK,17.85,-19.92,2024-02-13,Pending
SH-2669,China,UK,20.58,53.07,2024-10-09,Pending
SH-2670,Tunisia,France,1.08,180.79,2024-10-09,Delivered
SH-2671,China,France,35.14,6.64,2024-10-13,In Transit
SH-2672,Spain,France,-7.68,132.12,2024-01-14,Pending
SH-2673,Spain,France,17.34,,2024-04-09,Delivered
SH-2674,China,Germany,-5.37,154.77,2024-03-28,Delivered
SH-2675,Tunisia,France,-6.73,-4.01,2024-04-13,In Transit
SH-2677,Germany,France,13.47,-15.73,2024-03-14,In Transit
SH-2678,USA,UK,3.48,3.92,2024-11-03,Pending
SH-2679,Germany,Italy,35.37,97.48,2024-09-21,In Transit
SH-2680,Spain,France,7.95,148.07,2024-12-28,Pending
SH-2681,China,France,7.95,52.19,2024-10-06,Delivered
SH-2682,Germany,France,24.89,-19.98,2024-10-09,In Transit
SH-2962,Tunisia,Italy,10.3,,2024-07-12,In Transit
SH-2684,USA,France,16.06,30.22,2024-02-03,In Transit
SH-2685,USA,France,3.07,135.22,2024-09-10,In Transit
SH-2686,USA,France,28.75,129.13,2024-12-21,Pending
SH-2687,Germany,Italy,7.95,36.15,2024-11-23,Delivered
SH-2688,USA,Italy,34.29,125.92,2024-09-05,Delivered
SH-2689,Germany,Italy,16.39,39.75,2024-07-28,Delivered
SH-2690,Spain,Italy,-5.97,141.42,2024-06-28,Pending
SH-2691,Spain,UK,36.17,55.55,2024-10-27,In Transit
SH-2692,USA,France,8.35,81.07,2024-10-28,Delivered
SH-2693,Germany,France,41.44,119.94,2024-10-09,In Transit
SH-2694,USA,France,7.95,94.16,2024-06-22,Delivered
SH-2695,China,France,34.6,29.0,2024-03-20,In Transit
SH-2696,Tunisia,France,30.78,66.93,2024-10-09,Delivered
SH-2697,Tunisia,France,34.29,44.92,2024-08-09,Delivered
SH-2698,China,France,13.31,191.65,2024-08-18,In Transit
SH-2699,China,France,3.23,153.38,2024-11-11,Delivered
SH-2700,Spain,Italy,12.82,19.08,2024-10-09,Pending
SH-2996,Germany,Germany,7.95,171.19,2024-01-12,Delivered
SH-2702,China,France,7.95,157.8,2024-08-17,Pending
SH-2703,Spain,France,49.9,45.51,2024-02-12,In Transit
SH-2704,Germany,France,7.95,191.53,2024-10-09,In Transit
SH-2819,Germany,UK,36.67,-12.97,2024-11-03,Delivered
SH-2706,Tunisia,Italy,-1.13,27.11,2024-11-07,Delivered
SH-2707,Tunisia,France,46.95,5.92,2024-10-09,Delivered
SH-2708,Tunisia,France,4.65,136.47,2024-05-08,Pending
SH-2709,Spain,Germany,4.07,66.1,2024-05-18,Delivered
SH-2710,Tunisia,France,29.92,28.44,2024-10-09,In Transit
SH-2711,China,Italy,-7.46,-16.02,2024-06-06,Delivered
SH-2712,China,Germany,29.17,7.11,2024-02-12,In Transit
SH-2713,Germany,France,24.06,182.39,2024-06-20,Delivered
SH-2714,Germany,Italy,10.67,,2024-04-27,In Transit
SH-2715,China,Germany,21.99,90.87,2024-09-23,In Transit
SH-2716,Germany,France,31.28,171.36,2024-09-06,Delivered
SH-2717,Tunisia,Italy,14.34,16.85,2024-10-14,Delivered
SH-2718,Tunisia,France,9.76,112.9,2024-02-25,Pending
SH-2719,China,France,3.63,7.09,2024-04-17,Pending
SH-2720,Germany,Germany,7.95,28.58,2024-11-03,In Transit
SH-2721,China,Italy,49.96,104.03,2024-03-04,Delivered
SH-2722,Tunisia,UK,47.45,42.19,2024-10-09,Delivered
SH-2723,USA,UK,14.71,172.68,2024-04-02,Delivered
SH-2725,Germany,Italy,32.52,140.85,2024-10-09,In Transit
SH-2726,Tunisia,Germany,48.26,36.32,2024-04-12,Pending
SH-2727,China,France,-0.68,,2024-03-28,Pending
SH-2728,Spain,UK,12.72,157.77,2024-10-09,In Transit
SH-2730,Germany,UK,-0.31,113.08,2024-05-15,In Transit
SH-2731,Tunisia,Germany,13.94,32.24,2024-08-12,In Transit
SH-2732,USA,France,42.91,100.23,2024-05-01,Pending
SH-2911,Germany,Germany,-0.61,130.96,2024-10-12,Pending
SH-2734,Tunisia,France,46.32,97.98,2024-03-25,In Transit
SH-2735,USA,UK,14.66,144.75,2024-03-11,In Transit
SH-2737,Spain,UK,18.61,-18.81,2024-11-05,Pending
SH-2738,Spain,France,8.23,-13.83,2024-10-09,Delivered
SH-2739,Tunisia,Germany,47.02,92.42,2024-02-24,Delivered
SH-2740,Spain,Italy,27.93,88.12,2024-08-11,Delivered
SH-2741,Tunisia,Germany,-6.15,84.57,2024-12-18,Delivered
SH-2742,Germany,Germany,22.51,185.26,2024-09-25,Pending
SH-2743,Spain,France,33.22,,2024-06-18,In Transit
SH-2744,USA,France,22.47,73.13,2024-10-13,Delivered
SH-2745,Spain,France,27.46,84.81,2024-02-07,In Transit
SH-2746,USA,France,42.91,-12.38,2024-06-16,Delivered
SH-2747,Germany,France,46.11,147.81,2024-12-17,Delivered
SH-2748,Spain,Germany,37.0,,2024-03-02,In Transit
SH-2749,Spain,France,19.83,24.36,2024-06-11,In Transit
SH-2750,Spain,France,7.95,164.65,2024-03-11,Pending
SH-2751,Tunisia,UK,33.52,,2024-06-27,In Transit
SH-2752,China,UK,6.33,79.21,2024-04-14,In Transit
SH-2801,Germany,Germany,38.41,167.62,2024-11-07,Delivered
SH-2754,Germany,Germany,31.67,123.99,2024-06-02,Delivered
SH-2755,Spain,France,17.45,135.1,2024-11-03,Pending
SH-2756,Tunisia,Italy,39.51,125.35,2024-01-13,In Transit
SH-2758,Germany,Italy,-7.47,178.43,2024-04-15,Pending
SH-2622,Germany,France,28.07,,2024-03-28,Pending
SH-2760,China,France,44.7,14.85,2024-07-19,Pending
SH-2761,Spain,France,24.75,44.56,2024-04-27,Delivered
SH-2763,Germany,Italy,26.51,111.02,2024-12-05,Pending
SH-2764,Germany,France,26.03,31.46,2024-07-15,Delivered
SH-2765,Germany,France,-8.21,138.49,2024-12-25,Pending
SH-2766,China,UK,45.21,77.32,2024-03-03,In Transit
SH-2768,Tunisia,France,40.89,67.91,2024-04-02,Delivered
SH-2770,Spain,France,-0.63,126.7,2024-03-17,Pending
SH-2771,Spain,UK,25.44,16.08,2024-07-18,Delivered
SH-2774,China,Germany,30.32,197.76,2024-06-05,In Transit
SH-2775,Tunisia,France,44.99,189.02,2024-04-09,In Transit
SH-2776,Germany,Italy,-0.94,-1.86,2024-09-05,Pending
SH-2777,USA,France,6.23,178.0,2024-02-14,In Transit
SH-2778,Spain,Italy,10.44,,2024-02-06,Pending
SH-2780,Tunisia,France,7.95,,2024-08-10,Delivered
SH-2782,USA,Italy,44.57,,2024-12-09,Pending
SH-2783,USA,Germany,14.12,126.04,2024-06-13,Pending
SH-2784,USA,Germany,14.36,80.87,2024-05-17,In Transit
SH-2785,Tunisia,France,33.65,141.42,2024-07-01,In Transit
SH-2786,Germany,UK,-9.5,20.14,2024-10-09,In Transit
SH-2787,China,Italy,7.93,172.34,2024-05-28,Delivered
SH-2788,USA,UK,20.32,10.97,2024-10-09,Delivered
SH-2791,Tunisia,Germany,14.78,115.22,2024-06-26,Pending
SH-2793,China,France,35.33,147.93,2024-01-10,Delivered
SH-2795,Tunisia,France,5.52,167.06,2024-07-13,In Transit
SH-2796,China,France,40.92,-9.99,2024-01-16,Pending
SH-2797,Tunisia,UK,7.95,,2024-03-01,Pending
SH-2798,Germany,France,8.68,45.88,2024-11-02,In Transit
SH-2815,Tunisia,France,7.95,,2024-08-03,Pending
SH-2800,USA,France,14.63,193.55,2024-10-09,In Transit
SH-2802,Spain,Italy,35.35,,2024-10-26,Pending
SH-2803,USA,Germany,7.95,199.56,2024-09-01,In Transit
SH-2804,Germany,France,25.39,193.01,2024-04-19,Delivered
SH-2806,Spain,Italy,-6.63,129.77,2024-05-03,Delivered
SH-2807,Germany,France,8.17,98.03,2024-06-17,In Transit
SH-2808,USA,Germany,-8.24,79.2,2024-12-18,Pending
SH-2809,Tunisia,Italy,4.99,180.03,2024-06-17,Delivered
SH-2810,Tunisia,France,-5.89,,2024-04-28,Pending
SH-2811,Spain,France,7.95,159.98,2024-08-13,In Transit
SH-2944,Spain,France,14.61,,2024-12-18,Pending
SH-2813,Spain,France,8.9,95.62,2024-12-25,In Transit
SH-2814,Spain,Germany,21.98,,2024-06-16,In Transit
SH-2816,China,France,7.92,53.68,2024-02-06,Pending
SH-2817,Spain,France,12.23,194.28,2024-10-09,In Transit
SH-2818,China,France,33.02,118.57,2024-10-09,Pending
SH-2821,Spain,UK,3.36,147.5,2024-07-08,Delivered
SH-2823,Tunisia,France,10.85,194.42,2024-01-26,Pending
SH-2824,China,Italy,11.2,92.43,2024-08-28,Delivered
SH-2825,Tunisia,Italy,-1.1,136.85,2024-09-06,Delivered
SH-2826,China,UK,7.95,142.45,2024-07-24,Delivered
SH-2827,China,France,47.93,,2024-12-07,In Transit
SH-2828,Tunisia,France,-5.75,167.72,2024-01-26,In Transit
SH-2829,China,France,45.56,91.04,2024-02-08,Pending
SH-2830,China,France,43.58,172.8,2024-08-22,In Transit
SH-2831,Spain,Germany,27.18,72.28,2024-12-17,In Transit
SH-2832,Spain,France,38.78,77.21,2024-10-09,In Transit
SH-2833,USA,France,45.25,187.95,2024-06-12,Pending
SH-2834,Germany,France,2.25,198.46,2024-05-21,Delivered
SH-2835,Germany,Italy,27.9,173.38,2024-07-14,Delivered
SH-2836,Spain,France,-8.74,-10.25,2024-07-22,Delivered
SH-2837,Tunisia,Germany,29.0,179.94,2024-12-09,In Transit
SH-2838,Germany,France,47.15,170.64,2024-05-16,Pending
SH-2839,Germany,UK,35.57,,2024-06-12,Delivered
SH-2840,Germany,Germany,45.58,65.07,2024-02-26,Pending
SH-2841,China,France,39.64,11.91,2024-05-27,In Transit
SH-2842,Spain,France,22.48,156.77,2024-11-06,Delivered
SH-2883,Spain,France,22.63,,2024-07-06,Pending
SH-2844,Tunisia,Germany,40.37,42.25,2024-10-12,Delivered
SH-2845,Spain,France,-6.07,176.76,2024-11-08,Delivered
SH-2846,USA,France,26.76,,2024-07-09,Delivered
SH-2847,China,France,27.34,153.94,2024-03-14,Pending
SH-2848,Tunisia,France,23.44,-0.8,2024-05-20,In Transit
SH-2849,Spain,UK,28.78,,2024-10-11,Delivered
SH-2850,Germany,France,7.9,16.86,2024-05-09,In Transit
SH-2851,Spain,France,10.96,,2024-06-17,Pending
SH-2852,Spain,France,7.95,,2024-06-03,Pending
SH-2853,Tunisia,France,21.13,196.77,2024-12-16,Delivered
SH-2855,Tunisia,France,-9.57,117.16,2024-11-18,Delivered
SH-2856,China,Germany,33.63,,2024-11-19,Delivered
SH-2857,China,Italy,10.79,56.63,2024-07-22,Pending
SH-2858,Spain,Germany,45.42,156.09,2024-07-14,In Transit
SH-2859,Germany,France,7.95,142.74,2024-06-19,In Transit
SH-2860,Tunisia,France,-5.88,68.6,2024-10-02,In Transit
SH-2862,Germany,UK,-6.93,133.04,2024-10-20,In Transit
SH-2863,China,France,3.91,,2024-10-09,Delivered
SH-2864,Germany,France,47.52,58.2,2024-01-08,In Transit
SH-2867,Spain,France,-6.66,,2024-10-09,Delivered
SH-2868,Tunisia,France,19.07,130.42,2024-04-06,Pending
SH-2869,China,UK,43.93,121.22,2024-04-23,Delivered
SH-2870,Tunisia,France,7.95,84.2,2024-02-26,In Transit
SH-2871,China,UK,19.37,155.93,2024-10-10,Pending
SH-2872,Tunisia,Germany,32.22,99.67,2024-04-16,Pending
SH-2873,Germany,Italy,42.27,3.82,2024-09-23,In Transit
SH-2874,USA,Italy,7.95,123.97,2024-04-12,Delivered
SH-2876,China,Italy,7.95,,2024-10-10,Delivered
SH-2877,Germany,France,7.95,96.78,2024-10-18,Pending
SH-2878,China,Germany,-6.63,5.55,2024-05-06,Delivered
SH-2879,Germany,UK,21.06,101.08,2024-10-13,In Transit
SH-2880,Spain,Germany,47.1,54.92,2024-06-08,Pending
SH-2881,China,Germany,42.63,52.26,2024-12-24,In Transit
SH-2882,China,France,7.95,136.23,2024-05-23,Delivered
SH-2884,Tunisia,France,48.13,8.16,2024-01-19,Delivered
SH-2885,Germany,UK,18.97,198.25,2024-12-23,Pending
SH-2886,Spain,UK,-1.76,6.95,2024-10-16,In Transit
SH-2887,Tunisia,France,49.73,102.69,2024-03-10,Delivered
SH-2888,USA,France,34.44,6.33,2024-11-20,Pending
SH-2889,China,France,31.06,-2.24,2024-10-09,Delivered
SH-2890,USA,UK,9.32,66.1,2024-01-17,Delivered
SH-2891,Tunisia,Italy,30.22,,2024-03-06,Delivered
SH-2894,China,Germany,3.0,95.18,2024-05-10,Pending
SH-2895,USA,France,32.57,-16.64,2024-06-01,Delivered
SH-2896,Germany,Italy,49.34,168.31,2024-01-02,Delivered
SH-2898,USA,France,37.42,87.78,2024-11-06,In Transit
SH-2899,Tunisia,France,47.9,146.73,2024-04-18,Delivered
SH-2900,Spain,France,20.25,26.57,2024-06-05,Delivered
SH-2902,Germany,France,41.6,72.38,2024-07-07,Pending
SH-2903,USA,France,8.86,114.47,2024-03-24,Pending
SH-2905,Spain,France,-3.32,,2024-10-15,Delivered
SH-2906,China,France,27.24,164.61,2024-06-17,Pending
SH-2907,Germany,France,44.74,-18.02,2024-11-09,Delivered
SH-2910,USA,France,10.81,,2024-12-02,In Transit
SH-2912,China,Italy,-3.07,73.99,2024-03-08,In Transit
SH-2913,Spain,France,-9.65,132.55,2024-04-22,Pending
SH-2915,Germany,Germany,28.91,,2024-09-26,Pending
SH-2916,Spain,UK,39.54,114.09,2024-12-18,In Transit
SH-2917,China,France,23.2,120.89,2024-11-22,Delivered
SH-2918,USA,UK,2.78,,2024-06-01,In Transit
SH-2919,Tunisia,UK,12.08,,2024-11-16,Pending
SH-2920,USA,Germany,0.54,173.37,2024-07-05,Pending
SH-2922,USA,Italy,37.43,55.4,2024-12-26,Pending
SH-2924,Germany,France,-5.02,198.7,2024-12-21,Delivered
SH-2925,Tunisia,France,7.95,-0.76,2024-05-23,In Transit
SH-2926,Tunisia,France,-9.69,,2024-10-09,Delivered
SH-2927,Germany,Germany,8.55,97.15,2024-08-14,Pending
SH-2929,Spain,France,25.91,-0.06,2024-10-09,Delivered
SH-2930,USA,France,48.77,64.75,2024-02-22,In Transit
