Unnamed: 0,num_reservation,passeport,pension,date_arrive,date_depart,qte_chambre,adultes,enf_payant,enf_gratuit,bebe,segment
234,RXDH5JZ,P06753333,ALL IN,2024-07-02,2024-07-08,1.0,2.0,0.0,0.0,0.0,1-TO
235,RK35ZQ8,P94797996,ALL IN,2024-07-02,2024-07-07,1.0,2.0,0.0,0.0,0.0,1-TO
236,RJ28RT4,P76698079,ALL IN,2024-07-02,2024-07-07,1.0,2.0,0.0,0.0,0.0,1-TO
237,R890JZ0,P13510602,ALL IN,2024-07-02,2024-07-07,1.0,2.0,0.0,0.0,0.0,1-TO
238,RLDI8Y1,P41034742,LPD,2024-07-02,2024-07-03,1.0,2.0,0.0,0.0,0.0,4-OTA
239,R24ZVE4,P74634626,DP,2024-07-02,2024-07-04,1.0,2.0,0.0,0.0,0.0,4-OTA
240,R0TEPC2,P09344611,DP,2024-07-02,2024-07-05,1.0,2.0,0.0,0.0,0.0,4-OTA
241,REK9H6K,P81109120,DP,2024-07-02,2024-07-05,1.0,2.0,0.0,0.0,0.0,4-OTA
242,RY70BBS,P93993148,DP,2024-07-02,2024-07-05,1.0,2.0,0.0,0.0,0.0,4-OTA
243,RUWIU82,P71784250,DP,2024-07-02,2024-07-04,1.0,2.0,0.0,0.0,0.0,2-Agences
244,RQAI8K7,P29553578,ALL IN,2024-07-02,2024-07-05,1.0,2.0,0.0,0.0,0.0,2-Agences
245,RINH53Q,P12871320,DP,2024-07-02,2024-07-05,1.0,2.0,0.0,0.0,0.0,2-Agences
246,RWV6LJ8,P11641492,DP,2024-07-02,2024-07-05,1.0,2.0,0.0,0.0,0.0,2-Agences
247,RSS0HCM,P89154408,DP,2024-07-02,2024-07-03,1.0,2.0,0.0,0.0,0.0,2-Agences
248,R3I6NIS,P28437431,DP,2024-07-02,2024-07-08,1.0,2.0,0.0,0.0,0.0,2-Agences
249,R73RUXC,P45527459,DP,2024-07-02,2024-07-06,1.0,2.0,0.0,0.0,0.0,2-Agences
250,RWZWAX7,P24299595,DP,2024-07-02,2024-07-06,1.0,2.0,0.0,0.0,0.0,2-Agences
251,RI38BRM,P65358499,DP,2024-07-02,2024-07-13,1.0,2.0,0.0,0.0,0.0,2-Agences
252,RB1SRMA,P93854294,DP,2024-07-02,2024-07-13,1.0,2.0,0.0,0.0,0.0,2-Agences
253,R59CHC2,P22776793,DP,2024-07-02,2024-07-06,1.0,2.0,0.0,0.0,0.0,2-Agences
254,RZNRW6P,P19664308,DP,2024-07-02,2024-07-06,1.0,2.0,0.0,0.0,0.0,2-Agences
255,RXTCDE1,P35835802,DP,2024-07-02,2024-07-06,1.0,2.0,0.0,0.0,0.0,2-Agences
256,RWA0M3O,P17528147,DP,2024-07-02,2024-07-06,1.0,2.0,0.0,0.0,0.0,2-Agences
257,RL257NW,P50325676,ALL IN,2024-05-24,2024-05-27,1.0,2.0,0.0,0.0,0.0,4-OTA
258,RC2SGD8,P04951294,ALL IN,2024-05-24,2024-05-28,1.0,2.0,0.0,0.0,0.0,1-TO
259,RW2KKO5,P58702303,ALL IN,2024-05-24,2024-05-31,1.0,2.0,0.0,0.0,0.0,1-TO
260,RDZ7SYV,P31932891,ALL IN,2024-05-24,2024-05-31,1.0,2.0,0.0,0.0,0.0,1-TO
261,RBEDKZF,P80958804,DP,2024-05-24,2024-05-28,1.0,2.0,0.0,0.0,0.0,2-Agences
262,RFJYJKN,P17403872,ALL IN,2024-05-24,2024-05-31,1.0,2.0,0.0,0.0,0.0,4-OTA
263,RRZ65UJ,P17694265,DP,2024-05-24,2024-05-27,1.0,2.0,0.0,0.0,0.0,4-OTA
264,RGRQHBJ,P40106585,LPD,2024-05-24,2024-05-26,1.0,2.0,0.0,0.0,0.0,4-OTA
265,RTALGA5,P16851242,LPD,2024-05-24,2024-05-26,1.0,2.0,0.0,0.0,0.0,4-OTA
266,R05X4V4,P92976446,ALL IN,2024-05-23,2024-05-30,1.0,3.0,0.0,0.0,0.0,1-TO
267,R9GYBS9,P73469185,ALL IN,2024-05-23,2024-06-06,1.0,2.0,0.0,0.0,0.0,1-TO
268,RVHAUAU,P74640344,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
269,RUHF6LL,P81720429,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
270,RZVNFKV,P74790887,ALL IN,2024-05-23,2024-06-01,1.0,2.0,0.0,0.0,0.0,1-TO
271,R62LTY8,P81107217,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,1.0,1-TO
272,RLEDRHT,P70416982,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,1.0,1-TO
273,RC0BQMT,P22822497,ALL IN,2024-05-23,2024-05-30,1.0,3.0,0.0,0.0,0.0,1-TO
274,RIPELG1,P85612200,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
275,RWOHQG9,P58497951,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
276,R4GLOZN,P28096692,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
277,R9FKGAQ,P75795660,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
278,RGONURT,P34865301,ALL IN,2024-05-23,2024-05-29,1.0,2.0,0.0,0.0,0.0,1-TO
279,RQJ5P2L,P88690145,ALL IN,2024-05-23,2024-05-30,1.0,1.0,0.0,0.0,0.0,1-TO
280,RI3O291,P08524218,ALL IN,2024-05-23,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
281,RUHTU2M,P13138741,ALL IN,2024-05-23,2024-05-26,1.0,1.0,1.0,0.0,0.0,4-OTA
282,RZY88HV,P48756682,ALL IN,2024-05-23,2024-05-26,1.0,1.0,0.0,0.0,0.0,4-OTA
283,R7GSXEU,P31389453,ALL IN,2024-05-23,2024-05-27,1.0,2.0,0.0,0.0,0.0,1-TO
284,REWTG53,P68979414,ALL IN,2024-07-10,2024-07-19,1.0,1.0,0.0,0.0,0.0,1-TO
285,RHR2YVG,P24859263,PC,2024-07-10,2024-07-27,1.0,1.0,0.0,0.0,0.0,5-Individuel
286,R6W80KR,P77802426,ALL IN,2024-07-10,2024-07-24,1.0,2.0,0.0,0.0,0.0,1-TO
287,R1PN6FL,P00801150,ALL IN,2024-07-10,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
288,RXHVF99,P63989394,ALL IN,2024-07-10,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
289,R6MVX4G,P61812935,ALL IN,2024-07-10,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
290,RKQQ18Z,P15372832,ALL IN,2024-07-10,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
291,R3MSAGO,P01501007,ALL IN,2024-07-10,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
292,ROS3CSZ,P01883442,ALL IN,2024-07-10,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
293,RP1ZSB3,P38102128,ALL IN,2024-07-10,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
294,REU3MFK,P48329069,ALL IN,2024-07-10,2024-07-19,1.0,2.0,0.0,0.0,0.0,2-Agences
295,RY58RZC,P74407561,ALL IN,2024-07-10,2024-07-19,1.0,2.0,0.0,0.0,0.0,2-Agences
296,R81Z9X2,P85339292,ALL IN,2024-07-10,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
297,RTTU5ML,P89703779,ALL IN,2024-07-10,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
298,RYS23WH,P34585913,ALL IN,2024-07-09,2024-07-21,1.0,3.0,0.0,0.0,0.0,1-TO
299,RC8ROMY,P60861360,ALL IN,2024-07-09,2024-07-21,1.0,3.0,0.0,0.0,0.0,1-TO
300,RP1H6U3,P22450832,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
301,RGC64YI,P81677977,ALL IN,2024-07-09,2024-07-16,1.0,2.0,1.0,0.0,0.0,1-TO
302,RERG0DA,P36669541,ALL IN,2024-07-09,2024-07-16,1.0,3.0,0.0,0.0,0.0,1-TO
303,RXAMJ9H,P30980068,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
304,RKTJV9F,P18532270,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
305,R1XKQ42,P07778098,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
306,RY6J8AG,P63371004,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
307,RBZ0L6V,P75755449,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
308,RGOEANV,P01916707,ALL IN,2024-07-09,2024-07-16,1.0,1.0,1.0,0.0,0.0,1-TO
309,RNJJVGU,P42031309,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
310,RHR0H8Y,P02173924,ALL IN,2024-07-09,2024-07-16,1.0,1.0,1.0,0.0,0.0,1-TO
311,RW19JKO,P22647467,ALL IN,2024-07-09,2024-07-16,1.0,1.0,1.0,0.0,0.0,1-TO
312,RQ3EGJ2,P84977600,ALL IN,2024-07-09,2024-07-14,1.0,2.0,1.0,0.0,0.0,1-TO
313,RFY855S,P47708650,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
314,R597Q7S,P04195918,ALL IN,2024-07-09,2024-07-16,1.0,2.0,1.0,0.0,0.0,1-TO
315,RJCEUAX,P76881243,DP,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
316,RDT241X,P45383667,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
317,R0K0SAC,P92119955,ALL IN,2024-07-09,2024-07-16,1.0,3.0,0.0,0.0,0.0,1-TO
318,R91IAYE,P77106941,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
319,RBV2VIQ,P57272735,ALL IN,2024-07-09,2024-07-18,1.0,2.0,1.0,0.0,0.0,1-TO
320,R9SQWMN,P58384243,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
321,R6HDF7S,P94194126,DP,2024-07-09,2024-07-18,1.0,2.0,0.0,0.0,0.0,2-Agences
322,R1500A1,P92691663,DP,2024-07-09,2024-07-18,1.0,2.0,1.0,0.0,0.0,2-Agences
323,R1ACJT1,P72233044,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
324,RGCDOU6,P21639004,ALL IN,2024-07-09,2024-07-14,1.0,1.0,0.0,0.0,0.0,1-TO
325,RC5MIRK,P68467601,ALL IN,2024-07-09,2024-07-14,1.0,2.0,1.0,0.0,0.0,1-TO
326,R0K3VU2,P41250052,ALL IN,2024-07-09,2024-07-14,1.0,2.0,1.0,0.0,1.0,1-TO
327,RV5BOLH,P24714856,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
328,RO0FKSC,P42839880,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
329,RNRK4AL,P61424842,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
330,RIA4E8H,P34284430,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,4-OTA
331,RSPSR0D,P59272142,DP,2024-07-09,2024-07-11,1.0,1.0,1.0,0.0,0.0,2-Agences
332,RGDJJZM,P71842530,DP,2024-07-09,2024-07-11,0.0,2.0,0.0,0.0,0.0,2-Agences
333,RDFQHSC,P91561757,DP,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
334,R3J76LB,P72784992,DP,2024-07-09,2024-07-14,0.0,3.0,0.0,0.0,0.0,2-Agences
335,RTWM6QZ,P55985006,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
336,R1FPHET,P35355271,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
337,R9BA6JF,P79483604,DP,2024-07-09,2024-07-12,1.0,2.0,0.0,0.0,0.0,2-Agences
338,RCOWOMF,P38299339,ALL IN,2024-07-09,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
339,R66FQU2,P04548789,ALL IN,2024-07-09,2024-07-21,1.0,1.0,1.0,0.0,0.0,1-TO
340,RI30JDE,P96497541,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
341,RGI56YZ,P28615604,DP,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,2-Agences
342,RVVNUDI,P16599000,DP,2024-07-09,2024-07-16,0.0,0.0,2.0,0.0,0.0,2-Agences
343,R040EML,P70494967,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
344,RSXASM9,P15938911,DP,2024-07-09,2024-07-11,1.0,3.0,0.0,0.0,0.0,2-Agences
345,RL3VLWE,P38958022,DP,2024-07-09,2024-07-11,1.0,2.0,1.0,0.0,0.0,2-Agences
346,RNQQQC2,P27047515,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
347,RSBKDSC,P45858371,ALL IN,2024-07-09,2024-07-16,1.0,3.0,0.0,0.0,0.0,1-TO
348,R95BSRF,P05849276,DP,2024-07-09,2024-07-12,1.0,2.0,1.0,0.0,0.0,2-Agences
349,RTK3092,P58181169,DP,2024-07-09,2024-07-12,1.0,2.0,0.0,0.0,0.0,2-Agences
350,RGQM8ZB,P44105951,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
351,RHK8C20,P02861780,ALL IN,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,1-TO
352,R47EULV,P32846895,DP,2024-07-09,2024-07-12,1.0,2.0,0.0,0.0,0.0,2-Agences
353,R03R7J4,P45500768,DP,2024-07-09,2024-07-12,1.0,2.0,0.0,0.0,0.0,2-Agences
354,RQM8TZT,P39522055,DP,2024-07-09,2024-07-12,1.0,1.0,1.0,0.0,0.0,2-Agences
355,RL05LX5,P07374572,ALL IN,2024-07-09,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
356,RF2UBR9,P86196695,ALL IN,2024-07-09,2024-07-21,1.0,2.0,0.0,0.0,0.0,1-TO
357,RTXD4EH,P61527702,ALL IN,2024-07-09,2024-07-21,1.0,2.0,0.0,0.0,0.0,1-TO
358,R0U7HWX,P19871837,ALL IN,2024-07-09,2024-07-21,1.0,2.0,0.0,0.0,0.0,1-TO
359,RV7MH60,P86136837,ALL IN,2024-07-09,2024-07-21,1.0,2.0,0.0,0.0,0.0,1-TO
360,RB4WW6R,P43831080,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
361,RNUIMIB,P88761316,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
362,RL8N42O,P71341343,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
363,RD7ORPB,P26659322,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
364,R1ZMO4K,P19285735,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
365,RDU78WK,P89806372,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
366,RN6KW2M,P15165772,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
367,RTW6N0I,P38086758,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
368,RWO7T0J,P70073469,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
369,RIHEAT1,P35108305,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
370,R51VMRJ,P65579191,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
371,RQHPFF1,P62308879,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
372,RUM7QMF,P14324163,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
373,RUTTUW7,P26743046,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
374,RGDO0PQ,P84762969,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
375,R8VDPLQ,P78766133,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
376,RITQ47F,P44027487,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
377,R5IDBKX,P45064429,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
378,R08ULYF,P93270542,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
379,RV1DNW4,P36060141,DP,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
380,R40E9RL,P52123527,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
381,RKBH3P7,P71535275,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
382,RDQ0CO1,P50285939,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
383,RM1MFVA,P53469631,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
384,R0KWWIT,P14970085,ALL IN,2024-07-09,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
385,RRVUR2F,P48490401,ALL IN,2024-07-09,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
386,RTSCT1B,P14401496,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
387,R4WEPU3,P47508527,DP,2024-07-09,2024-07-18,1.0,2.0,0.0,0.0,0.0,2-Agences
388,RH0Q6E2,P71149091,DP,2024-07-09,2024-07-18,1.0,2.0,0.0,0.0,0.0,2-Agences
389,RV1T3JS,P12771922,DP,2024-07-09,2024-07-18,1.0,2.0,0.0,0.0,0.0,2-Agences
390,RDE8RP4,P87327299,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
391,R60NEQ9,P29437849,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
392,R433TO3,P84600439,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
393,RSSW0WW,P86314334,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
394,RVO3NXU,P31209195,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
395,RH5119N,P65433872,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
396,RSKWH7S,P40451424,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
397,RHPA3AT,P75450119,ALL IN,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,1-TO
398,R1V7CQQ,P46415539,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
399,R9B0CBC,P92536736,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,4-OTA
400,RYLNULQ,P10614938,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
401,RQ9XFUK,P51080311,DP,2024-07-09,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
402,RLSZ4D5,P40215757,DP,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
403,RSVB28D,P44580512,DP,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
404,RIOTUNB,P57354858,DP,2024-07-09,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
405,RXYNXM5,P66611412,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
406,RCDI8E3,P48961000,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
407,RCZ48VQ,P84427887,DP,2024-07-09,2024-07-12,1.0,2.0,0.0,0.0,0.0,2-Agences
408,RET0XWY,P35384445,ALL IN,2024-07-09,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
409,RISTCOG,P08641384,ALL IN,2024-07-09,2024-07-21,1.0,2.0,0.0,0.0,0.0,1-TO
410,R3JHWHR,P99190539,ALL IN,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,1-TO
411,RUB2N6J,P33402908,DP,2024-07-09,2024-07-16,1.0,2.0,0.0,0.0,0.0,2-Agences
412,RSX96AC,P37687798,ALL IN,2024-07-08,2024-07-17,1.0,1.0,0.0,0.0,0.0,1-TO
413,RJMMOOP,P67576041,ALL IN,2024-07-08,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
414,R7JWCAI,P78719425,DP,2024-07-08,2024-07-10,1.0,2.0,0.0,0.0,0.0,2-Agences
415,R4M4FUX,P63152164,ALL IN,2024-07-08,2024-07-18,1.0,2.0,1.0,0.0,0.0,1-TO
416,RQK1R7X,P72726819,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
417,RZ5V5WJ,P38282664,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
418,RYN33G6,P72695721,DP,2024-07-08,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
419,RGQ9BKD,P49496855,ALL IN,2024-07-08,2024-07-13,1.0,2.0,0.0,0.0,0.0,1-TO
420,RRHK6AA,P31697647,DP,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,2-Agences
421,R29X7P2,P75437352,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
422,RG2RRPR,P27432797,ALL IN,2024-07-08,2024-07-13,1.0,2.0,0.0,0.0,2.0,1-TO
423,RHMLR7V,P59705170,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
424,RUT327V,P86542068,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
425,R1WKD40,P70178609,ALL IN,2024-07-08,2024-07-12,1.0,2.0,1.0,0.0,0.0,2-Agences
426,RC00X4H,P85113452,DP,2024-07-08,2024-07-10,1.0,2.0,0.0,0.0,0.0,2-Agences
427,RLEFT2Y,P13171617,DP,2024-07-08,2024-07-11,1.0,2.0,1.0,0.0,0.0,2-Agences
428,RHIF5UN,P89056519,DP,2024-07-08,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
429,R1HOTLD,P81237610,DP,2024-07-08,2024-07-11,1.0,2.0,1.0,0.0,0.0,1-TO
430,R7P7M9Z,P53770263,DP,2024-07-08,2024-07-15,1.0,2.0,1.0,0.0,0.0,2-Agences
431,R8V5MJ9,P92999867,DP,2024-07-08,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
432,RP97HC6,P66423139,DP,2024-07-08,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
433,R8EICXH,P63295843,DP,2024-07-08,2024-07-11,1.0,1.0,1.0,0.0,0.0,2-Agences
434,RVJ3KZK,P98190246,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
435,RIA1SBK,P71214888,ALL IN,2024-07-08,2024-07-13,1.0,2.0,0.0,0.0,0.0,4-OTA
436,RGMIUSK,P22033338,DP,2024-07-08,2024-07-11,1.0,1.0,1.0,0.0,0.0,2-Agences
437,RZEQ2R0,P77699833,DP,2024-07-08,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
438,RCOYY8D,P91190522,DP,2024-07-08,2024-07-09,0.0,1.0,0.0,0.0,0.0,5-Individuel
439,R9BAYBX,P26243055,DP,2024-07-08,2024-07-14,1.0,1.0,1.0,0.0,0.0,2-Agences
440,RBNG2JL,P40789821,DP,2024-07-08,2024-07-14,1.0,2.0,0.0,0.0,0.0,2-Agences
441,RSFOK57,P56779795,DP,2024-07-08,2024-07-09,1.0,2.0,0.0,0.0,0.0,2-Agences
442,RPNJRNS,P03757785,ALL IN,2024-07-08,2024-07-09,1.0,1.0,0.0,0.0,0.0,5-Individuel
443,RJH1P9U,P36766333,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
444,RDWXSVL,P58703143,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
445,RV8500H,P60298772,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
446,R46YS74,P55440723,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
447,R8NEX2G,P09469841,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
448,RV2X099,P76967154,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
449,R8Y4SWZ,P41271401,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
450,R0WB9QL,P16648070,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
451,RH3P2XJ,P44221892,ALL IN,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
452,ROV2BDM,P92718079,ALL IN,2024-07-08,2024-07-17,1.0,2.0,0.0,0.0,0.0,1-TO
453,R3UDQP8,P13790984,DP,2024-07-08,2024-07-10,1.0,2.0,0.0,0.0,0.0,2-Agences
454,RNYAXKL,P46651168,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
455,RJD1LMN,P60857254,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
456,RM8OVWO,P31519840,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
457,RXRVLRG,P86535867,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
458,R3MIH03,P72274422,DP,2024-07-08,2024-07-11,1.0,2.0,0.0,0.0,0.0,2-Agences
459,RT827R7,P82541017,ALL IN,2024-07-08,2024-07-13,1.0,2.0,0.0,0.0,0.0,1-TO
460,RPWGROI,P83627243,DP,2024-07-08,2024-07-15,1.0,2.0,0.0,0.0,0.0,2-Agences
461,R0GWJZ6,P23228611,ALL IN,2024-07-08,2024-07-18,1.0,2.0,0.0,0.0,0.0,1-TO
462,R0V3UUR,P87372407,ALL IN,2024-07-06,2024-07-15,1.0,2.0,0.0,0.0,0.0,1-TO
463,RIS8AQV,P20639813,DP,2024-07-06,2024-07-09,1.0,1.0,0.0,0.0,0.0,2-Agences
464,RPA3QPD,P21414074,DP,2024-07-06,2024-07-09,1.0,2.0,0.0,0.0,0.0,2-Agences
465,RFR9P8T,P90410212,DP,2024-07-06,2024-07-07,1.0,2.0,0.0,0.0,0.0,2-Agences
466,R0KJFM4,P74292060,ALL IN,2024-07-06,2024-07-19,1.0,2.0,0.0,0.0,0.0,1-TO
467,RQ5PE3Q,P68952482,DP,2024-07-06,2024-07-07,1.0,2.0,0.0,0.0,0.0,4-OTA
468,RK4F32V,P84743437,ALL IN,2024-07-06,2024-07-15,1.0,2.0,0.0,0.0,0.0,4-OTA
